rand,word,corr,oldnew,trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,weclomeText.started,weclomeText.stopped,key_welcome.keys,key_welcome.rt,key_welcome.started,key_welcome.stopped,polyback.started,polyback.stopped,textBlank500.started,textBlank500.stopped,polygon_3.started,polygon_3.stopped,textstudy.started,textstudy.stopped,textWait.started,textWait.stopped,key_respexit.keys,key_respexit.rt,key_respexit.started,key_respexit.stopped,polygon.started,polygon.stopped,textTesttrait.started,textTesttrait.stopped,key_conf.keys,key_conf.rt,key_conf.started,key_conf.stopped,polygon_5.started,polygon_5.stopped,textconfscale.started,textconfscale.stopped,polygon_4.started,polygon_4.stopped,text.started,text.stopped,polyBack.started,polyBack.stopped,textTestwordRFN.started,textTestwordRFN.stopped,key_TestRfn.keys,key_TestRfn.rt,key_TestRfn.started,key_TestRfn.stopped,textRFNscale.started,textRFNscale.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.723066499998822,None,space,5.945013599999584,8.723066499998822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.28188663363299615,wrye,0,old,0,0,0,4,,,,,,,,,,,16.707248900000195,None,16.707248900000195,None,15.21237420000034,None,15.21237420000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.409567490804285,nyce,1,old,0,1,1,0,,,,,,,,,,,18.706146599999556,None,18.706146599999556,None,17.20702259999962,None,17.20702259999962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.6577904416873331,myght ,0,old,0,2,2,3,,,,,,,,,,,20.70547069999884,None,20.70547069999884,None,19.205829700000322,None,19.205829700000322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.36992493110585556,thombe,0,old,0,3,3,5,,,,,,,,,,,22.703933799999504,None,22.703933799999504,None,21.20455039999979,None,21.20455039999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.6078282903022746,avyseth,1,old,0,4,4,1,,,,,,,,,,,24.702814899999794,None,24.702814899999794,None,23.203590499999336,None,23.203590499999336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.7720339604790242,lyst,1,old,0,5,5,2,,,,,,,,,,,26.701578700000027,None,26.701578700000027,None,25.20242320000034,None,25.20242320000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
,,,,,,,,,,,,,,,,,,,,,,,,,,27.201253899998846,None,space,2.330469299999095,27.201253899998846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.36992493110585556,thombe,0,old,,,,,0,0,0,5,,,,,,,33.38157289999981,None,33.38157289999981,None,,,,,,,,,,,30.05552439999883,None,30.05552439999883,None,1,1.4689054000009492,30.05552439999883,None,30.05552439999883,None,30.05552439999883,None,31.54930549999881,None,31.54930549999881,None,32.04883399999926,None,32.04883399999926,None,n,1.3150291000001744,32.04883399999926,None,32.04883399999926,None,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
0.7720339604790242,lyst,1,old,,,,,0,1,1,2,,,,,,,37.146168499999476,None,37.146168499999476,None,,,,,,,,,,,33.88104380000004,None,33.88104380000004,None,3,2.0909350000001723,33.88104380000004,None,33.88104380000004,None,33.88104380000004,None,35.99632190000011,None,35.99632190000011,None,36.495980199999394,None,36.495980199999394,None,n,0.6279461000012816,36.495980199999394,None,36.495980199999394,None,,,f3,001,2020_Aug_12_1708,untitled,2020.1.3,60.01205041956828,
