weclomeText.started,weclomeText.stopped,key_welcome.keys,key_welcome.rt,key_welcome.started,key_welcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.324770700000954,None,space,0.9135542000003625,8.324770700000954,None,00,001,2020_Aug_07_2358,untitled,2020.1.3,60.00196806491319,
