word,oldnew,trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,weclomeText.started,weclomeText.stopped,key_welcome.keys,key_welcome.rt,key_welcome.started,key_welcome.stopped,polyback.started,polyback.stopped,textBlank500.started,textBlank500.stopped,polygon_3.started,polygon_3.stopped,textstudy.started,textstudy.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,14.571435400001064,None,space,2.868590599999152,14.571435400001064,None,,,,,,,,,01,001,2020_Aug_08_0222,untitled,2020.1.3,59.74101077014915,
FRIEND,old,0,0,0,0,,,,,,,18.085348700002214,None,18.085348700002214,None,18.00415839999914,None,18.00415839999914,None,01,001,2020_Aug_08_0222,untitled,2020.1.3,59.74101077014915,
PHONE,old,0,1,1,1,,,,,,,18.685206900001504,None,18.685206900001504,None,18.585020400001667,None,18.585020400001667,None,01,001,2020_Aug_08_0222,untitled,2020.1.3,59.74101077014915,
VALLEY,old,0,2,2,2,,,,,,,19.28445610000199,None,19.28445610000199,None,19.18561849999969,None,19.18561849999969,None,01,001,2020_Aug_08_0222,untitled,2020.1.3,59.74101077014915,
